SuburbClass,Price,Rooms,Bedroom2,Bathroom,Car,Distance,YearBuilt
2,1090000.0,4,4.0,1.0,2.0,21.3,1950.0
2,936000.0,4,4.0,2.0,2.0,23.5,1980.0
2,860000.0,3,3.0,2.0,2.0,23.5,2001.0
1,850000.0,4,4.0,3.0,2.0,15.2,2017.0
3,640000.0,3,3.0,2.0,2.0,15.5,1990.0
3,800000.0,4,4.0,2.0,0.0,35.4,1969.0
1,1720000.0,3,3.0,2.0,2.0,1.9,1998.0
3,690000.0,3,3.0,2.0,2.0,20.5,2005.0
3,875000.0,4,4.0,2.0,2.0,20.5,2004.0
3,420000.0,3,3.0,2.0,2.0,20.5,2011.0
3,677500.0,4,4.0,2.0,2.0,20.5,2005.0
1,1855500.0,4,4.0,2.0,1.0,2.7,1880.0
2,802000.0,2,2.0,1.0,1.0,6.2,1900.0
3,631000.0,4,4.0,1.0,3.0,14.0,1970.0
3,582000.0,3,3.0,1.0,0.0,14.0,1960.0
1,1140000.0,4,4.0,2.0,2.0,8.2,2005.0
3,410000.0,4,4.0,2.0,2.0,31.7,1986.0
3,512500.0,4,4.0,2.0,2.0,31.7,1960.0
2,830500.0,3,3.0,1.0,2.0,10.5,1950.0
3,551000.0,3,3.0,1.0,2.0,10.5,1974.0
3,450000.0,3,3.0,1.0,2.0,10.5,1970.0
3,586000.0,4,4.0,2.0,2.0,18.4,2012.0
3,496000.0,4,4.0,2.0,2.0,18.4,2008.0
1,1635000.0,4,4.0,3.0,2.0,15.5,1985.0
1,1138000.0,3,3.0,2.0,2.0,12.4,1970.0
3,477000.0,3,3.0,1.0,1.0,27.0,1960.0
3,605000.0,3,3.0,1.0,2.0,15.3,1975.0
3,610000.0,3,3.0,1.0,2.0,15.3,1970.0
3,580000.0,3,3.0,1.0,2.0,15.3,1975.0
1,905000.0,2,2.0,1.0,0.0,7.0,1960.0
3,451000.0,3,3.0,2.0,2.0,18.4,2010.0
3,895000.0,4,4.0,2.0,2.0,12.9,1999.0
3,586000.0,4,4.0,1.0,3.0,12.9,1975.0
2,778000.0,3,3.0,2.0,2.0,14.7,2012.0
2,1055000.0,4,4.0,2.0,2.0,14.7,1997.0
3,514000.0,4,4.0,2.0,2.0,14.7,2000.0
3,529000.0,3,3.0,2.0,2.0,14.7,1980.0
3,484000.0,3,3.0,1.0,0.0,14.7,1960.0
3,410000.0,3,3.0,1.0,2.0,16.5,1970.0
3,478000.0,4,4.0,2.0,2.0,27.2,2008.0
2,1285000.0,3,3.0,1.0,1.0,6.3,1900.0
1,1635000.0,3,3.0,1.0,0.0,3.0,1880.0
2,1225000.0,3,3.0,1.0,1.0,11.0,1970.0
2,810000.0,4,4.0,2.0,2.0,15.5,1989.0
1,1480000.0,2,2.0,1.0,2.0,6.3,1925.0
1,1520000.0,4,4.0,3.0,2.0,10.2,2012.0
1,2299500.0,3,3.0,2.0,3.0,10.2,1940.0
1,2360000.0,4,4.0,3.0,2.0,7.9,1926.0
1,1460000.0,4,4.0,2.0,2.0,9.7,1955.0
1,1700000.0,4,4.0,2.0,2.0,11.4,2014.0
1,1280000.0,4,4.0,3.0,2.0,11.4,2014.0
1,1750000.0,4,4.0,3.0,2.0,11.4,2013.0
1,1100000.0,3,3.0,1.0,2.0,13.4,1957.0
1,1250000.0,4,4.0,2.0,2.0,13.4,1965.0
1,730000.0,2,2.0,2.0,1.0,10.9,2012.0
2,830000.0,3,3.0,1.0,2.0,16.1,1962.0
1,4050000.0,4,4.0,4.0,4.0,10.5,2011.0
1,2210000.0,4,4.0,2.0,1.0,10.5,1908.0
1,1680000.0,3,3.0,1.0,2.0,10.3,1920.0
3,632000.0,3,3.0,1.0,4.0,14.0,1960.0
1,1310000.0,3,3.0,1.0,1.0,5.2,1910.0
2,1500000.0,4,4.0,2.0,3.0,5.2,1997.0
1,1751000.0,4,4.0,3.0,4.0,10.8,1998.0
2,685000.0,4,4.0,2.0,1.0,12.1,1990.0
2,725000.0,4,4.0,1.0,2.0,12.1,1980.0
2,505000.0,2,2.0,1.0,2.0,12.1,1995.0
2,1253000.0,4,4.0,2.0,2.0,12.1,2000.0
1,1390000.0,4,4.0,2.0,1.0,10.4,1950.0
1,2725000.0,4,4.0,2.0,2.0,8.4,2006.0
3,870000.0,4,4.0,2.0,2.0,14.8,2012.0
3,552500.0,3,3.0,2.0,2.0,34.9,1988.0
1,1925000.0,4,4.0,2.0,2.0,7.8,1900.0
2,995000.0,4,4.0,2.0,1.0,11.7,1960.0
2,1310000.0,5,5.0,2.0,2.0,11.7,2000.0
2,1275000.0,3,3.0,2.0,2.0,17.9,1960.0
2,1200000.0,4,4.0,2.0,4.0,17.9,1960.0
2,1095000.0,3,3.0,2.0,1.0,17.9,1950.0
2,1241000.0,4,4.0,2.0,2.0,17.5,1950.0
2,1250000.0,4,4.0,1.0,1.0,16.7,1960.0
2,729500.0,3,3.0,1.0,1.0,16.7,1970.0
3,565000.0,4,4.0,2.0,2.0,20.6,2012.0
3,615000.0,4,4.0,2.0,2.0,20.6,2001.0
3,548000.0,4,4.0,2.0,2.0,20.6,2010.0
3,716000.0,3,3.0,2.0,6.0,20.6,1995.0
3,667500.0,4,4.0,2.0,2.0,20.6,2014.0
2,730000.0,3,3.0,2.0,2.0,23.0,2007.0
2,766000.0,3,3.0,2.0,2.0,23.0,1960.0
1,1680000.0,4,4.0,2.0,1.0,7.9,1995.0
3,475000.0,3,3.0,2.0,2.0,18.0,1990.0
2,898000.0,4,4.0,3.0,2.0,21.8,2012.0
2,815000.0,3,3.0,2.0,3.0,21.8,1980.0
3,615000.0,6,6.0,3.0,1.0,27.7,1980.0
1,1328000.0,5,5.0,3.0,3.0,16.1,1980.0
2,830000.0,3,3.0,2.0,1.0,18.0,1970.0
2,762000.0,4,4.0,2.0,2.0,18.0,1980.0
2,900000.0,3,3.0,2.0,2.0,18.0,1980.0
1,1225000.0,3,3.0,2.0,2.0,7.2,2008.0
1,3175000.0,4,4.0,2.0,3.0,7.2,1900.0
3,550000.0,4,4.0,2.0,2.0,19.6,2011.0
3,556000.0,3,3.0,1.0,1.0,19.6,1980.0
1,2165000.0,4,4.0,2.0,3.0,7.5,1930.0
1,2050000.0,5,5.0,3.0,3.0,7.5,1930.0
1,1500000.0,4,4.0,2.0,2.0,7.5,1940.0
1,3200000.0,4,4.0,4.0,0.0,2.1,1862.0
1,1705000.0,3,3.0,1.0,1.0,3.6,1900.0
2,1220000.0,3,3.0,1.0,1.0,3.4,1900.0
2,575000.0,2,2.0,2.0,1.0,5.1,2000.0
2,360000.0,1,1.0,1.0,1.0,15.4,1970.0
2,850000.0,3,3.0,1.0,1.0,38.0,1968.0
3,775000.0,3,3.0,2.0,4.0,45.9,1988.0
3,629000.0,3,3.0,1.0,2.0,12.9,1980.0
3,452500.0,3,3.0,1.0,0.0,12.9,1970.0
1,3400000.0,5,5.0,3.0,2.0,7.3,1950.0
1,2165000.0,4,4.0,3.0,2.0,7.3,2016.0
1,1311000.0,3,3.0,2.0,1.0,16.7,1972.0
3,770000.0,3,3.0,1.0,2.0,11.2,1960.0
2,714000.0,3,3.0,1.0,1.0,16.1,1993.0
2,815000.0,3,3.0,2.0,2.0,16.1,1980.0
2,1345000.0,3,3.0,1.0,1.0,13.8,1950.0
1,1857000.0,2,2.0,1.0,1.0,5.3,1890.0
1,1500000.0,3,3.0,3.0,2.0,5.3,1997.0
1,1425000.0,3,3.0,1.0,1.0,5.3,1930.0
1,1910000.0,3,3.0,2.0,2.0,5.3,1990.0
1,1485000.0,3,3.0,2.0,2.0,5.3,1975.0
2,1040000.0,3,3.0,1.0,1.0,21.3,1961.0
2,912000.0,3,3.0,2.0,2.0,21.3,1965.0
2,1645000.0,4,4.0,2.0,4.0,8.8,1930.0
2,810000.0,3,3.0,1.0,3.0,8.8,1940.0
3,580000.0,4,4.0,2.0,2.0,18.0,2002.0
1,1570000.0,4,4.0,2.0,1.0,12.3,1900.0
2,790000.0,5,5.0,2.0,2.0,26.1,1985.0
3,550000.0,3,3.0,1.0,2.0,14.0,1950.0
2,1225000.0,3,3.0,2.0,2.0,3.4,1940.0
1,1510000.0,3,3.0,1.0,2.0,5.4,1960.0
1,1007000.0,3,3.0,2.0,1.0,5.4,1977.0
2,900000.0,3,3.0,1.0,1.0,6.4,1936.0
3,345000.0,4,4.0,1.0,0.0,31.7,2000.0
3,642500.0,2,2.0,2.0,1.0,6.4,2015.0
3,798000.0,3,3.0,2.0,2.0,6.4,2010.0
3,710000.0,3,3.0,2.0,2.0,6.4,2011.0
1,4050000.0,4,4.0,3.0,2.0,5.9,1915.0
1,1650000.0,3,3.0,1.0,2.0,5.9,1880.0
1,2020000.0,3,3.0,2.0,2.0,5.9,2007.0
1,2500000.0,3,3.0,3.0,3.0,8.4,1925.0
1,2500000.0,3,3.0,1.0,2.0,8.4,1950.0
2,1200000.0,3,3.0,2.0,2.0,4.3,1997.0
2,940000.0,3,3.0,2.0,2.0,4.3,2012.0
1,1200000.0,2,2.0,1.0,2.0,11.4,1940.0
3,600000.0,4,4.0,2.0,2.0,31.7,2005.0
2,2025000.0,4,4.0,2.0,2.0,20.0,2010.0
3,630000.0,4,4.0,2.0,2.0,25.9,2012.0
2,881100.0,3,3.0,2.0,4.0,16.2,1960.0
1,1225000.0,3,3.0,2.0,2.0,6.2,1920.0
1,1800000.0,4,4.0,2.0,2.0,21.5,1950.0
1,900000.0,3,3.0,2.0,2.0,14.2,2000.0
1,2558000.0,5,5.0,5.0,2.0,14.2,2015.0
2,730000.0,3,3.0,2.0,2.0,6.2,2005.0
2,1195000.0,3,3.0,2.0,2.0,6.2,2017.0
2,1230000.0,3,3.0,2.0,1.0,10.4,2016.0
1,1415000.0,4,4.0,2.0,3.0,12.3,1970.0
2,900000.0,3,3.0,2.0,1.0,8.5,2014.0
2,1114000.0,3,3.0,2.0,2.0,8.5,2017.0
3,520000.0,3,3.0,2.0,2.0,14.7,2014.0
3,715000.0,4,4.0,2.0,2.0,14.7,2006.0
1,2635000.0,4,4.0,2.0,2.0,4.6,1910.0
1,1250000.0,2,2.0,1.0,0.0,4.6,1910.0
1,4200000.0,4,4.0,2.0,2.0,4.6,1930.0
2,1148000.0,4,4.0,1.0,2.0,8.4,1940.0
2,935000.0,3,3.0,1.0,2.0,12.0,1960.0
2,510000.0,3,3.0,2.0,2.0,12.0,1950.0
2,755000.0,4,4.0,2.0,2.0,12.0,1995.0
2,1200000.0,4,4.0,2.0,2.0,12.0,1940.0
2,800000.0,3,3.0,2.0,1.0,19.9,2005.0
2,1170000.0,5,5.0,3.0,3.0,8.9,1975.0
1,2255000.0,5,5.0,3.0,2.0,15.2,2012.0
2,870000.0,3,3.0,2.0,2.0,22.2,1981.0
1,1800000.0,4,4.0,3.0,1.0,1.9,1900.0
1,3825000.0,4,4.0,3.0,0.0,1.9,1890.0
3,485000.0,4,4.0,2.0,2.0,20.5,2008.0
1,1600000.0,4,4.0,2.0,3.0,5.0,1910.0
1,2000000.0,7,7.0,3.0,4.0,8.2,1999.0
1,1610000.0,4,4.0,3.0,2.0,8.2,1955.0
2,700000.0,3,3.0,2.0,1.0,10.5,1950.0
2,615000.0,2,2.0,1.0,0.0,10.5,1940.0
1,2400000.0,5,5.0,3.0,2.0,10.2,2016.0
3,505000.0,4,4.0,2.0,2.0,18.4,2010.0
3,560000.0,4,4.0,2.0,2.0,18.4,2009.0
1,1205000.0,4,4.0,2.0,2.0,15.5,1980.0
1,1750000.0,5,5.0,3.0,2.0,15.5,1990.0
1,1350000.0,4,4.0,2.0,2.0,15.5,1980.0
1,2300000.0,5,5.0,3.0,3.0,15.5,1995.0
1,1410000.0,5,5.0,2.0,2.0,12.4,1975.0
3,670000.0,3,3.0,2.0,2.0,15.3,1980.0
2,980000.0,4,4.0,2.0,0.0,17.2,1978.0
3,455000.0,4,4.0,1.0,4.0,14.7,1983.0
3,455000.0,3,3.0,1.0,1.0,14.7,1980.0
2,1276000.0,4,4.0,2.0,1.0,6.4,1945.0
3,700000.0,3,3.0,2.0,4.0,16.5,1980.0
1,1157000.0,4,4.0,2.0,2.0,16.7,1971.0
1,1100000.0,5,5.0,2.0,2.0,16.7,1970.0
3,500000.0,4,4.0,2.0,1.0,27.2,2005.0
2,1142000.0,4,4.0,3.0,2.0,6.3,2012.0
2,780000.0,2,2.0,1.0,1.0,6.3,2013.0
2,935000.0,4,4.0,2.0,2.0,11.0,1985.0
2,815000.0,3,3.0,2.0,2.0,11.0,2014.0
1,920000.0,2,2.0,2.0,0.0,4.3,1910.0
1,1306000.0,3,3.0,1.0,0.0,4.3,1900.0
1,1420000.0,3,3.0,1.0,1.0,10.2,1965.0
2,805000.0,3,3.0,2.0,2.0,21.5,2006.0
2,934000.0,4,4.0,2.0,1.0,9.5,1975.0
1,2330000.0,3,3.0,2.0,4.0,7.9,1970.0
1,1721000.0,3,3.0,2.0,2.0,9.7,1995.0
2,762000.0,3,3.0,2.0,2.0,23.2,1980.0
1,1070000.0,3,3.0,1.0,2.0,13.4,1950.0
2,785000.0,3,3.0,2.0,2.0,25.0,1980.0
2,950000.0,4,4.0,2.0,4.0,25.0,1970.0
1,2800000.0,4,4.0,3.0,2.0,10.5,1900.0
3,570500.0,3,3.0,1.0,1.0,14.0,1965.0
3,631000.0,4,4.0,2.0,2.0,14.0,1960.0
1,1350000.0,4,4.0,2.0,1.0,5.2,1920.0
2,702500.0,2,2.0,2.0,1.0,4.0,2013.0
2,835000.0,2,2.0,1.0,1.0,5.2,1950.0
2,900000.0,10,10.0,3.0,2.0,12.1,2006.0
2,710000.0,3,3.0,1.0,1.0,12.1,1968.0
1,1840000.0,3,3.0,2.0,1.0,10.1,1920.0
3,495000.0,2,2.0,1.0,1.0,31.2,1980.0
3,403500.0,2,2.0,2.0,3.0,34.9,2009.0
2,900000.0,3,3.0,1.0,0.0,6.7,1920.0
3,310000.0,2,2.0,1.0,1.0,20.6,2013.0
2,662000.0,3,3.0,1.0,1.0,23.0,1950.0
3,459000.0,3,3.0,1.0,0.0,14.0,1970.0
3,560000.0,3,3.0,2.0,2.0,18.0,1995.0
2,802000.0,3,3.0,2.0,2.0,22.2,1998.0
2,800000.0,3,3.0,2.0,4.0,22.2,1980.0
2,854000.0,4,4.0,2.0,2.0,22.2,1975.0
1,920000.0,3,3.0,2.0,2.0,16.1,2007.0
1,904000.0,3,3.0,1.0,2.0,16.1,1960.0
3,500000.0,3,3.0,1.0,3.0,28.8,1955.0
1,1440000.0,3,3.0,1.0,2.0,8.9,1955.0
2,1054000.0,4,4.0,3.0,2.0,18.0,1974.0
2,625000.0,4,4.0,2.0,2.0,28.5,1980.0
3,600000.0,3,3.0,1.0,2.0,19.6,1970.0
3,630000.0,3,3.0,2.0,2.0,19.6,2012.0
3,1012000.0,4,4.0,3.0,3.0,19.6,2009.0
3,565000.0,4,4.0,2.0,2.0,19.6,1985.0
2,1410000.0,3,3.0,2.0,1.0,7.5,1950.0
2,748888.0,4,4.0,2.0,4.0,24.8,1960.0
2,850000.0,4,4.0,2.0,1.0,24.8,1985.0
2,991000.0,2,2.0,1.0,1.0,5.1,1910.0
2,945000.0,4,4.0,2.0,2.0,15.4,2010.0
2,1020000.0,2,2.0,1.0,1.0,15.4,1970.0
3,506000.0,3,3.0,1.0,4.0,38.0,1984.0
3,755000.0,4,4.0,1.0,1.0,38.0,1960.0
3,426000.0,3,3.0,1.0,1.0,45.9,1950.0
1,1116500.0,5,5.0,2.0,2.0,16.7,1960.0
2,800000.0,3,3.0,3.0,2.0,16.1,1973.0
2,800000.0,4,4.0,2.0,2.0,16.1,1960.0
2,896000.0,3,3.0,2.0,1.0,16.1,1970.0
1,1100000.0,3,3.0,2.0,1.0,5.3,1999.0
2,650000.0,2,2.0,1.0,1.0,8.8,2013.0
3,580000.0,2,2.0,1.0,2.0,8.8,1955.0
3,600000.0,4,4.0,2.0,3.0,18.0,1999.0
3,536500.0,3,3.0,2.0,4.0,18.4,1972.0
3,557000.0,3,3.0,1.0,2.0,18.4,1975.0
3,705000.0,4,4.0,2.0,3.0,15.5,2000.0
3,590000.0,4,4.0,2.0,2.0,15.5,1980.0
2,920000.0,3,3.0,2.0,1.0,11.7,1960.0
2,1100000.0,4,4.0,4.0,2.0,11.7,2011.0
2,840000.0,3,3.0,1.0,2.0,11.7,1970.0
2,860000.0,3,3.0,1.0,1.0,11.7,1960.0
1,1080000.0,3,3.0,2.0,2.0,5.4,1960.0
2,575000.0,4,4.0,1.0,2.0,25.2,1975.0
3,930000.0,3,3.0,1.0,4.0,6.4,1940.0
3,650000.0,2,2.0,2.0,1.0,6.4,2013.0
3,702000.0,3,3.0,2.0,2.0,6.4,2000.0
2,675000.0,2,2.0,1.0,2.0,4.3,2009.0
3,520000.0,3,3.0,1.0,1.0,17.4,1960.0
3,520000.0,3,3.0,1.0,2.0,17.4,1985.0
3,515000.0,4,4.0,3.0,0.0,17.4,1985.0
3,336000.0,3,3.0,1.0,1.0,29.8,1975.0
3,426000.0,4,4.0,2.0,3.0,29.8,1975.0
3,775500.0,3,3.0,1.0,4.0,17.9,1980.0
3,726000.0,3,3.0,2.0,2.0,17.9,1982.0
3,710000.0,4,4.0,1.0,2.0,17.9,1985.0
2,820000.0,3,3.0,2.0,2.0,16.2,2010.0
2,1301000.0,3,3.0,2.0,2.0,16.2,1980.0
1,951000.0,2,2.0,1.0,1.0,6.2,1900.0
1,1425000.0,4,4.0,2.0,2.0,6.2,1890.0
2,935000.0,3,3.0,2.0,2.0,14.3,1985.0
1,2248000.0,5,5.0,5.0,2.0,14.2,2016.0
1,1260000.0,3,3.0,1.0,2.0,14.2,1960.0
1,960000.0,5,5.0,2.0,1.0,18.8,1965.0
1,956000.0,3,3.0,2.0,1.0,10.1,1994.0
3,605000.0,3,3.0,2.0,2.0,34.1,1990.0
2,950000.0,4,4.0,1.0,2.0,10.4,1970.0
1,1307500.0,3,3.0,2.0,0.0,5.3,1920.0
1,1100000.0,3,3.0,1.0,2.0,5.3,1940.0
1,1800000.0,3,3.0,1.0,2.0,5.3,1950.0
1,1211000.0,4,4.0,3.0,3.0,16.7,1970.0
1,1610000.0,4,4.0,2.0,2.0,12.3,1950.0
2,1150000.0,2,2.0,1.0,3.0,12.3,1970.0
3,559000.0,4,4.0,2.0,2.0,43.3,2015.0
3,435000.0,4,4.0,2.0,2.0,47.3,2005.0
1,1190000.0,3,3.0,2.0,2.0,21.5,2013.0
1,503750.0,1,1.0,1.0,1.0,21.5,2007.0
3,690000.0,4,4.0,2.0,2.0,14.7,2012.0
3,596000.0,4,4.0,2.0,2.0,14.7,2006.0
3,698000.0,4,4.0,2.0,2.0,14.7,2012.0
2,953000.0,3,3.0,1.0,2.0,12.0,1970.0
2,710000.0,2,2.0,2.0,1.0,12.0,2013.0
2,710000.0,3,3.0,1.0,2.0,21.3,1989.0
2,735000.0,3,3.0,2.0,1.0,23.5,1984.0
2,755000.0,3,3.0,2.0,2.0,23.5,2003.0
3,537000.0,3,3.0,2.0,2.0,20.6,1994.0
3,386000.0,2,2.0,1.0,1.0,35.4,1970.0
3,763000.0,4,4.0,2.0,4.0,35.4,1980.0
3,768000.0,4,4.0,2.0,3.0,35.4,1970.0
1,2800000.0,3,3.0,2.0,2.0,1.9,1860.0
3,345000.0,2,2.0,1.0,1.0,20.5,1999.0
3,610000.0,2,2.0,1.0,2.0,14.0,1975.0
3,550000.0,3,3.0,1.0,1.0,14.0,1965.0
3,520000.0,4,4.0,2.0,1.0,14.0,1950.0
2,860000.0,3,3.0,1.0,3.0,10.5,1910.0
2,532000.0,3,3.0,1.0,1.0,10.5,1985.0
3,853000.0,4,4.0,3.0,2.0,15.5,1990.0
2,1111500.0,3,3.0,1.0,0.0,17.2,1960.0
2,1045000.0,4,4.0,3.0,2.0,14.7,1990.0
2,826000.0,3,3.0,2.0,0.0,21.1,1975.0
3,505000.0,3,3.0,2.0,4.0,14.7,1987.0
3,570000.0,3,3.0,1.0,3.0,14.7,1965.0
3,335000.0,2,2.0,1.0,1.0,14.7,1980.0
2,280000.0,1,1.0,1.0,1.0,6.4,1970.0
2,700000.0,3,3.0,2.0,2.0,6.4,2013.0
3,800000.0,3,3.0,2.0,2.0,16.5,1985.0
1,1090000.0,5,5.0,2.0,2.0,16.7,1978.0
1,1920000.0,4,4.0,2.0,0.0,6.8,1900.0
3,530000.0,4,4.0,2.0,2.0,25.5,2011.0
2,982500.0,3,3.0,2.0,2.0,6.3,1945.0
2,1400000.0,3,3.0,3.0,6.0,6.3,1990.0
2,1230000.0,3,3.0,1.0,2.0,6.3,1880.0
1,1190000.0,2,2.0,2.0,1.0,3.0,2000.0
1,1680000.0,3,3.0,2.0,2.0,7.5,1965.0
2,820000.0,4,4.0,2.0,2.0,11.0,1970.0
2,620000.0,3,3.0,1.0,2.0,15.5,1975.0
2,830000.0,3,3.0,2.0,2.0,9.4,1965.0
2,805000.0,4,4.0,2.0,5.0,9.4,1950.0
2,510000.0,2,2.0,1.0,1.0,9.4,2001.0
1,855000.0,3,3.0,1.0,2.0,4.3,2011.0
1,1035000.0,2,2.0,1.0,1.0,4.3,1900.0
1,1450000.0,4,4.0,2.0,1.0,10.2,1965.0
1,1060000.0,3,3.0,2.0,2.0,10.2,2000.0
2,970000.0,3,4.0,2.0,2.0,21.5,1960.0
2,750000.0,3,3.0,1.0,2.0,9.5,1990.0
2,800000.0,5,5.0,2.0,3.0,9.5,1985.0
1,2400000.0,5,5.0,4.0,2.0,9.7,1980.0
1,1850000.0,4,4.0,4.0,3.0,9.7,1960.0
3,670000.0,4,4.0,2.0,2.0,39.0,2005.0
1,1850000.0,3,3.0,3.0,2.0,17.3,2007.0
2,906000.0,2,2.0,1.0,1.0,8.8,1960.0
1,1500000.0,5,5.0,2.0,2.0,11.4,1950.0
2,874000.0,3,3.0,2.0,1.0,13.4,2014.0
3,560000.0,3,3.0,1.0,1.0,8.6,2002.0
1,1500000.0,3,3.0,2.0,1.0,10.3,1990.0
3,450000.0,3,3.0,1.0,1.0,14.0,1960.0
1,1120000.0,3,3.0,1.0,1.0,5.2,1920.0
1,1110000.0,2,2.0,1.0,0.0,5.2,1922.0
1,1790000.0,4,4.0,3.0,6.0,5.2,1950.0
2,999000.0,5,5.0,2.0,2.0,12.1,1991.0
1,1050000.0,3,3.0,1.0,2.0,10.1,1990.0
2,977500.0,3,3.0,3.0,3.0,11.7,2012.0
2,1050000.0,3,3.0,1.0,2.0,17.9,1970.0
2,1285000.0,3,3.0,1.0,2.0,6.7,1930.0
2,890000.0,3,3.0,2.0,2.0,6.7,2015.0
2,1080000.0,2,2.0,1.0,0.0,2.0,1890.0
3,607500.0,3,3.0,2.0,2.0,20.6,1999.0
3,500000.0,3,3.0,2.0,2.0,20.6,2008.0
3,510000.0,3,3.0,2.0,2.0,20.6,2014.0
3,592500.0,4,4.0,2.0,2.0,20.6,2011.0
3,595000.0,4,4.0,2.0,2.0,20.6,2015.0
3,669000.0,3,3.0,1.0,1.0,24.7,1960.0
3,895000.0,5,5.0,2.0,4.0,24.7,1970.0
3,505000.0,4,4.0,2.0,2.0,18.0,1995.0
1,1530000.0,5,5.0,3.0,2.0,12.4,1975.0
1,816000.0,3,3.0,1.0,2.0,14.3,2010.0
1,1385000.0,4,4.0,3.0,2.0,14.3,1980.0
3,472500.0,2,2.0,1.0,2.0,28.8,1960.0
1,1975000.0,3,3.0,2.0,2.0,7.2,1900.0
1,1200000.0,3,3.0,1.0,2.0,7.2,1965.0
2,751000.0,3,3.0,2.0,2.0,18.0,2009.0
1,1535000.0,3,3.0,1.0,2.0,8.2,1925.0
3,830000.0,2,2.0,1.0,1.0,13.1,1950.0
2,740000.0,3,3.0,1.0,2.0,24.8,1955.0
2,900000.0,3,3.0,1.0,3.0,5.1,1880.0
2,1000000.0,4,4.0,2.0,1.0,5.1,1994.0
2,891000.0,4,4.0,1.0,3.0,5.1,1920.0
2,1011000.0,3,3.0,1.0,1.0,15.4,1960.0
1,1182000.0,5,5.0,2.0,3.0,16.7,1975.0
3,940000.0,3,3.0,2.0,5.0,11.2,1960.0
3,741000.0,4,4.0,1.0,2.0,11.2,1960.0
3,550000.0,3,3.0,1.0,2.0,11.2,1950.0
1,1405000.0,3,3.0,2.0,2.0,13.8,2014.0
2,1270500.0,4,4.0,2.0,3.0,21.3,1957.0
2,751000.0,3,3.0,1.0,2.0,21.3,1950.0
2,1515000.0,3,3.0,1.0,3.0,8.9,1950.0
1,1535000.0,4,4.0,2.0,2.0,16.0,1998.0
3,700000.0,4,4.0,2.0,4.0,18.0,1995.0
3,520000.0,3,3.0,1.0,0.0,18.4,1986.0
3,650000.0,4,4.0,2.0,2.0,18.4,1985.0
1,880000.0,2,2.0,1.0,2.0,7.8,2005.0
1,985000.0,4,4.0,3.0,2.0,7.8,2016.0
3,528000.0,3,3.0,1.0,3.0,14.0,1960.0
2,918000.0,3,3.0,2.0,2.0,11.7,2000.0
2,777000.0,3,3.0,2.0,1.0,11.7,1950.0
3,565000.0,3,3.0,2.0,3.0,14.0,1980.0
3,362000.0,4,4.0,2.0,2.0,31.7,1970.0
3,798000.0,3,3.0,1.0,2.0,16.3,1964.0
3,560000.0,3,3.0,1.0,2.0,16.3,1970.0
3,681000.0,3,3.0,1.0,2.0,6.4,1950.0
3,1005000.0,3,3.0,1.0,5.0,6.4,1930.0
3,468000.0,2,2.0,1.0,2.0,6.4,1990.0
2,640000.0,3,3.0,2.0,2.0,4.3,2000.0
3,375000.0,3,3.0,1.0,2.0,29.8,1983.0
3,326000.0,3,3.0,1.0,1.0,29.8,1985.0
3,725000.0,3,3.0,2.0,2.0,17.9,1980.0
2,1101000.0,3,3.0,1.0,2.0,17.2,1950.0
2,926000.0,4,4.0,3.0,2.0,17.2,2000.0
1,755000.0,3,3.0,2.0,2.0,18.8,2005.0
1,862000.0,3,3.0,2.0,2.0,18.8,2002.0
1,815500.0,3,3.0,2.0,2.0,18.8,1960.0
2,1100000.0,3,3.0,2.0,3.0,6.2,1940.0
2,1130000.0,4,4.0,2.0,2.0,10.4,1975.0
2,1006000.0,4,4.0,2.0,1.0,10.4,2008.0
3,650000.0,3,3.0,1.0,1.0,22.7,1970.0
1,1290000.0,3,3.0,2.0,1.0,5.3,1910.0
1,1335000.0,3,3.0,1.0,1.0,5.3,1920.0
1,1875000.0,3,3.0,1.0,2.0,5.3,1950.0
2,1390000.0,4,4.0,2.0,2.0,15.5,2010.0
3,643500.0,4,4.0,2.0,2.0,47.3,2010.0
2,510000.0,2,2.0,1.0,1.0,8.5,2012.0
2,980000.0,3,3.0,1.0,3.0,8.4,1925.0
2,320000.0,2,2.0,1.0,1.0,12.0,1965.0
2,617500.0,2,2.0,2.0,1.0,12.0,2010.0
2,1282500.0,5,5.0,2.0,2.0,12.0,2015.0
2,882500.0,3,3.0,2.0,2.0,19.9,1975.0
2,910000.0,3,3.0,2.0,2.0,19.9,1977.0
3,510000.0,3,3.0,2.0,2.0,20.6,2000.0
1,1651000.0,3,3.0,2.0,1.0,15.2,1950.0
2,1040000.0,4,4.0,2.0,2.0,22.2,1970.0
2,1120000.0,4,4.0,2.0,2.0,22.2,1985.0
3,500000.0,3,3.0,2.0,2.0,20.5,2008.0
3,700000.0,3,3.0,1.0,2.0,22.2,1980.0
1,1220000.0,4,4.0,1.0,2.0,8.2,1960.0
3,500000.0,3,3.0,1.0,3.0,31.7,1975.0
3,438000.0,3,3.0,1.0,4.0,31.7,1994.0
2,910000.0,3,3.0,1.0,3.0,10.5,1950.0
3,650000.0,4,4.0,2.0,1.0,10.5,2005.0
3,615000.0,3,3.0,2.0,1.0,10.5,1999.0
3,740000.0,4,4.0,2.0,2.0,18.0,2000.0
3,620000.0,3,3.0,2.0,2.0,18.0,2000.0
